village,taluk,district,lat,lon,coconut_acres
Mallasamudra Hanta,Holenarasipura,Hassan,12.829633,76.305986,35.0
Mallenahalli,Holenarasipura,Hassan,12.74603,76.247885,0.0
Malliganahalli,Holenarasipura,Hassan,12.665554,76.241908,40.3
Mangalapura,Holenarasipura,Hassan,12.803011,76.260715,2.35
Mangalavadi,Holenarasipura,Hassan,12.62932,76.255871,8.23
Maragowdanahalli,Holenarasipura,Hassan,12.808846,76.177564,2.62
Maranaykanahalli,Holenarasipura,Hassan,12.780341,76.331385,93.15
Marashettihalli,Holenarasipura,Hassan,12.831592,76.290278,25.0
Marashettihalli Hanta,Holenarasipura,Hassan,12.823,76.293398,5.4
Menaganahalli,Holenarasipura,Hassan,12.726956,76.265112,18.13
Misaganahalli,Holenarasipura,Hassan,12.906478,76.249637,9.03
Motanaykanahalli,Holenarasipura,Hassan,12.674207,76.200212,1.12
Mudalahippe,Holenarasipura,Hassan,12.816733,76.298821,4.05
Mulekalenahalli,Holenarasipura,Hassan,12.829642,76.361178,219.25
Mundanahalli,Holenarasipura,Hassan,12.762949,76.206559,8.47
Nagalapura,Holenarasipura,Hassan,12.786897,76.219286,6.7
Nagaranahalli,Holenarasipura,Hassan,12.684355,76.338856,2.75
Nagarti,Holenarasipura,Hassan,12.75053,76.338501,2.52
Nagarti Amanikere,Holenarasipura,Hassan,12.749102,76.347028,1.65
Nelaleborekavalu,Holenarasipura,Hassan,12.619749,76.208981,21.18
Niduvani,Holenarasipura,Hassan,12.674145,76.185624,2.85
Nyamanahalli,Holenarasipura,Hassan,12.859768,76.156667,3.85
Paduvalahippe,Holenarasipura,Hassan,12.820935,76.173238,57.28
Peddanahalli,Holenarasipura,Hassan,12.750363,76.27447,20.57
Pillenahalli,Holenarasipura,Hassan,12.886606,76.255425,14.52
Ramenahalli,Holenarasipura,Hassan,12.704131,76.179852,11.25
Rangenahalli,Holenarasipura,Hassan,12.68944,76.326213,5.33
S Ankanahalli,Holenarasipura,Hassan,12.783294,76.209119,18.57
Sabbanahalli,Holenarasipura,Hassan,12.904078,76.21819,8.02
Sagara,Holenarasipura,Hassan,12.819018,76.273646,33.25
Sagarahanta,Holenarasipura,Hassan,12.817875,76.268173,5.15
Sankanahalli,Holenarasipura,Hassan,12.783294,76.209119,0.9
Sanyasi Hosahalli,Holenarasipura,Hassan,12.634395,76.310404,7.23
Shidlahalli,Holenarasipura,Hassan,12.629044,76.176413,84.65
Shigaranahalli,Holenarasipura,Hassan,12.851448,76.223921,4.8
Shivapura,Holenarasipura,Hassan,12.789836,76.207948,28.32
Shravanuru,Holenarasipura,Hassan,12.739777,76.327676,16.05
Singanakuppe,Holenarasipura,Hassan,12.642667,76.266088,15.78
Singapura,Holenarasipura,Hassan,12.822191,76.330912,323.1
Singapura Nala,Holenarasipura,Hassan,12.809695,76.357002,55.23
Somanahalli,Holenarasipura,Hassan,12.657128,76.201422,14.38
Sunnakal Hosuru,Holenarasipura,Hassan,12.7914,76.280368,19.02
Suranahalli,Holenarasipura,Hassan,12.786641,76.256313,15.75
Tatanahalli,Holenarasipura,Hassan,12.706341,76.251981,4.9
Tattekere,Holenarasipura,Hassan,12.808258,76.275709,81.48
Tejuru,Holenarasipura,Hassan,12.677468,76.25068,1.65
Teranya,Holenarasipura,Hassan,12.902332,76.229677,20.4
Tevadahalli,Holenarasipura,Hassan,12.79022,76.297143,10.55
Tirumalapura,Holenarasipura,Hassan,12.789407,76.270449,9.97
Uddinaborekavalu,Holenarasipura,Hassan,12.738861,76.341722,1.23
Ulivala,Holenarasipura,Hassan,12.843079,76.332621,15.05
Unneenahalli,Holenarasipura,Hassan,12.83271,76.279915,100.78
Unneenahalli Hanta,Holenarasipura,Hassan,12.836694,76.269422,0.28
Vaddarahalli,Holenarasipura,Hassan,12.854079,76.294967,78.72
Valambige,Holenarasipura,Hassan,12.821273,76.354527,172.03
Yadegowdanahalli,Holenarasipura,Hassan,12.658148,76.314956,1.07
Abalavadi,Maddur,Mandya,12.719104,76.936803,12.2
Ajjahalli,Maddur,Mandya,12.523951,77.062706,97.82
Alabhujanahalli,Maddur,Mandya,12.494087,77.050234,82.3
Aluru,Maddur,Mandya,12.572492,77.074519,234.77
Ambarahalli,Maddur,Mandya,12.515388,76.985485,31.25
Ankushapura,Maddur,Mandya,12.714141,76.958251,7.4
Annuru,Maddur,Mandya,12.466961,77.050316,123.2
Arechaknahalli,Maddur,Mandya,12.469847,77.003963,31.97
Aruvanahalli,Maddur,Mandya,12.51686,77.107803,157.45
Ataguru,Maddur,Mandya,12.661353,77.068227,485.77
Avverahalli,Maddur,Mandya,12.725129,76.956701,38.9
B Hosahalli,Maddur,Mandya,12.591975,77.013091,82.5
B Lakkasandra,Maddur,Mandya,12.60909,76.999447,7.08
Bekkalale,Maddur,Mandya,12.784038,76.967971,129.7
Besagarahalli,Maddur,Mandya,12.641921,77.000758,196.65
Bheemanakere,Maddur,Mandya,12.548025,77.102491,275.88
Bhujavalli,Maddur,Mandya,12.428663,76.977662,45.33
Bidarahalli,Maddur,Mandya,12.462762,77.019693,13.27
Bidarahosahalli,Maddur,Mandya,12.451371,77.02217,12.2
Bidarakote,Maddur,Mandya,12.675137,76.924793,95.63
Bolare,Maddur,Mandya,12.771299,76.916959,34.57
Boppasamudra,Maddur,Mandya,12.45762,77.080107,185.03
Borapura,Maddur,Mandya,12.53938,77.022235,66.82
Budaguppe,Maddur,Mandya,12.58575,77.071866,121.23
Byadarahalli,Maddur,Mandya,12.585584,77.103517,141.23
Byaladakere,Maddur,Mandya,12.746779,76.995916,88.55
Chamanahalli,Maddur,Mandya,12.611833,77.036556,209.13
Chandahalli,Maddur,Mandya,12.581815,77.11112,1.9
Channasandra,Maddur,Mandya,12.566583,77.039244,99.6
Chatradahosahalli,Maddur,Mandya,12.53024,77.042549,193.52
Chikkankanahalli,Maddur,Mandya,12.71527,77.023192,127.1
Chikkarasinakere,Maddur,Mandya,12.515231,77.043445,203.32
Chikkonahalli,Maddur,Mandya,12.703996,76.984548,26.68
Chottanahalli,Maddur,Mandya,12.661225,76.963942,68.65
Chunchagahalli,Maddur,Mandya,12.528995,77.077281,87.72
D Hosahalli,Maddur,Mandya,12.682139,76.970865,30.52
D Malligere,Maddur,Mandya,12.750105,76.921116,63.52
Danayakanadoddi,Maddur,Mandya,12.620536,77.080874,29.92
Deshahalli,Maddur,Mandya,12.605361,77.026058,163.95
Doddankanahalli,Maddur,Mandya,12.718514,77.004205,195.88
Doddarasinakere,Maddur,Mandya,12.5114,77.016392,33.25
Dundanahalli,Maddur,Mandya,12.723913,77.063083,133.03
Gejjalagere,Maddur,Mandya,12.574514,77.004511,115.48
Gopnahalli,Maddur,Mandya,12.452259,76.971022,19.75
Goravanahalli,Maddur,Mandya,12.573908,77.028722,78.1
Gudigere,Maddur,Mandya,12.476481,77.026367,66.25
Hagalahalli,Maddur,Mandya,12.551965,77.079516,82.5
Halehalli,Maddur,Mandya,12.758487,76.976225,169.53
Hallikere,Maddur,Mandya,12.532018,77.099286,122.5
Hanumantapura,Maddur,Mandya,12.650087,77.063046,52.07
Harakanahalli,Maddur,Mandya,12.764333,77.033411,44.65
Haralahalli,Maddur,Mandya,12.651291,76.999611,90.05
Haralakere,Maddur,Mandya,12.738819,76.961206,78.22
Hebbaralu,Maddur,Mandya,12.744916,77.01016,200.65
Hemmanahalli,Maddur,Mandya,12.630998,77.057378,113.98
Honnaykanahalli,Maddur,Mandya,12.45133,77.094734,147.75
Hosagavi,Maddur,Mandya,12.736082,76.919809,94.88
Hosahalli,Maddur,Mandya,12.591975,77.013091,141.48
Hosakere,Maddur,Mandya,12.646701,77.024412,163.63
Huligerepura,Maddur,Mandya,12.54261,77.039735,67.17
Hulikere,Maddur,Mandya,12.522014,77.085812,167.18
Huluganahalli,Maddur,Mandya,12.620314,77.048125,1.68
Hunuganapura,Maddur,Mandya,12.630045,76.974473,18.95
Hurugalavadi,Maddur,Mandya,12.695772,76.971618,85.9
K  Shettahalli,Maddur,Mandya,12.474882,76.989079,26.3
K Belluru,Maddur,Mandya,12.510759,77.090256,105.03
K Honnalagere,Maddur,Mandya,12.567184,77.106213,391.28
K Kodihalli,Maddur,Mandya,12.602263,77.066185,48.55
Kabbare,Maddur,Mandya,12.53893,77.078634,84.85
Kadalipura,Maddur,Mandya,12.633273,77.046785,23.1
Kadaluru,Maddur,Mandya,12.63478,77.082547,435.55
Kadukottanahalli,Maddur,Mandya,12.449022,76.98767,23.93
Karadakere,Maddur,Mandya,12.479277,77.010544,27.82
Karkahalli,Maddur,Mandya,12.487161,77.061995,52.45
Keelaghatta,Maddur,Mandya,12.701782,77.001843,70.45
Kiranguru,Maddur,Mandya,12.779199,76.986233,86.75
Konasale,Maddur,Mandya,12.660426,76.981238,200.47
Koppa,Maddur,Mandya,12.706862,76.96143,112.25
Kottanahalli,Maddur,Mandya,12.63015,77.025548,57.4
Kowdle,Maddur,Mandya,12.779416,76.933978,235.85
Kuduragundi,Maddur,Mandya,12.559437,77.011411,217.83
Kundanakuppe,Maddur,Mandya,12.742225,77.037308,25.88
Kuntanahalli,Maddur,Mandya,12.689184,76.997542,18.8
Kyataghatta,Maddur,Mandya,12.498476,77.071216,81.2
Lingasandra,Maddur,Mandya,12.762214,77.043978,11.37
Machahalli,Maddur,Mandya,12.680885,77.066116,86.3
Madanaykanahalli,Maddur,Mandya,12.598965,77.094539,69.2
Madapuradadoddi,Maddur,Mandya,12.621984,77.111113,282.33
Madarahalli,Maddur,Mandya,12.496143,76.982129,6.1
Madenahalli,Maddur,Mandya,12.481886,77.080119,127.47
Malagaranahalli,Maddur,Mandya,12.542674,77.059651,139.68
Mallanakuppe,Maddur,Mandya,12.73219,77.053838,56.92
Mallanaykanahalli,Maddur,Mandya,12.749334,77.062901,33.8
Manigere,Maddur,Mandya,12.459577,77.037794,42.35
Maradevanahalli,Maddur,Mandya,12.658558,77.091124,47.3
Maraliga,Maddur,Mandya,12.676155,76.997469,246.78
Marasingnahalli,Maddur,Mandya,12.657987,77.030966,75.98
Mellahalli,Maddur,Mandya,12.479317,77.036842,29.67
Menasagere,Maddur,Mandya,12.464482,77.063929,354.33
Mobbalagere,Maddur,Mandya,12.585252,77.025228,98.77
Mudeenahalli,Maddur,Mandya,12.4709,77.106495,62.0
Mudigere,Maddur,Mandya,12.670957,77.031615,16.8
Mudya,Maddur,Mandya,12.741337,76.98128,17.25
Mullahalli,Maddur,Mandya,12.666423,77.0164,17.02
N Kodihalli,Maddur,Mandya,12.69368,77.016711,3.25
Naganahalli,Maddur,Mandya,12.7335,77.076851,60.5
Nagarakere,Maddur,Mandya,12.561942,77.053333,72.73
Nambinaykanahalli,Maddur,Mandya,12.69616,76.940376,19.85
Navile,Maddur,Mandya,12.769322,76.998575,69.92
Neelakantanahalli,Maddur,Mandya,12.561053,77.071532,75.83
Nidaghatta,Maddur,Mandya,12.618524,77.091672,92.85
Nilavagilu,Maddur,Mandya,12.679017,77.028115,120.32
Rampura,Maddur,Mandya,12.612573,76.988186,37.6
Rudrakshipura,Maddur,Mandya,12.612023,77.081415,48.35
S Ai Hagalahalli,Maddur,Mandya,12.463041,77.118698,245.45
S Ai Honnalagere,Maddur,Mandya,12.448873,77.117717,160.78
Sabbanahalli,Maddur,Mandya,12.459156,76.953019,9.93
Sadolalu,Maddur,Mandya,12.543975,77.009823,208.1
Shankarapura,Maddur,Mandya,12.618226,77.013451,51.6
Shingatagere,Maddur,Mandya,12.489768,76.975267,18.3
Shivapura,Maddur,Mandya,12.6059,77.045487,12.4
Sollepura,Maddur,Mandya,12.60643,76.993906,16.47
Somanahalli,Maddur,Mandya,12.749838,76.945128,114.0
Sompura,Maddur,Mandya,12.547839,77.053814,35.67
T  Ballekere,Maddur,Mandya,12.720173,76.967613,20.75
Taggahalli,Maddur,Mandya,12.725743,76.98403,52.6
Tarikere,Maddur,Mandya,12.756947,76.957411,159.88
Torebommanahalli,Maddur,Mandya,12.474971,77.093148,157.25
Torechakanahalli,Maddur,Mandya,12.51203,77.069844,39.83
Toreshettahalli,Maddur,Mandya,12.663031,77.046859,45.48
Tubinakere,Maddur,Mandya,12.679436,77.051716,20.12
Uppinakere,Maddur,Mandya,12.556347,77.038778,94.92
V  Ballekere,Maddur,Mandya,12.665474,76.934699,45.25
Vaidyanathapura,Maddur,Mandya,12.572481,77.059682,20.33
Valagarehalli,Maddur,Mandya,12.603431,77.007278,64.43
Yadaganahalli,Maddur,Mandya,12.458429,76.962145,45.67
Yadavanahalli,Maddur,Mandya,12.784926,76.951168,163.18
Yaladahalli,Maddur,Mandya,12.45312,77.005891,71.37
Yaraganahalli,Maddur,Mandya,12.644462,77.05126,5.95
Agasanapura,Malavalli,Mandya,12.429496,77.132438,80.38
Aladahalli,Malavalli,Mandya,12.384635,77.118201,47.05
Amruteshvaranahalli,Malavalli,Mandya,12.427067,77.093491,118.93
Anasale,Malavalli,Mandya,12.433138,76.950907,2.97
Ankanahalli,Malavalli,Mandya,12.403739,77.082973,239.5
Antaravalli,Malavalli,Mandya,12.443069,77.173728,55.95
Appugowdanahalli,Malavalli,Mandya,12.43747,77.061693,37.27
Asalishivapura,Malavalli,Mandya,12.471635,77.167587,4.98
Atuvanahalli,Malavalli,Mandya,12.395123,77.116662,39.15
Avverahalli,Malavalli,Mandya,12.326413,77.015462,80.3
Balihonniga,Malavalli,Mandya,12.44855,77.263352,98.88
Ballagere,Malavalli,Mandya,12.262204,77.025986,12.65
Banagahalli,Malavalli,Mandya,12.450839,77.128986,19.4
Banasamudra,Malavalli,Mandya,12.403654,77.18383,73.35
Banduru,Malavalli,Mandya,12.391274,76.995839,26.82
Banduru Kavalu,Malavalli,Mandya,12.403728,77.009965,2.92
Basavanahalli,Malavalli,Mandya,12.383589,77.26531,14.0
Basavanapura,Malavalli,Mandya,12.404805,77.149453,20.38
Basavegowdanadoddi,Malavalli,Mandya,12.348576,77.243278,0.82
Belakavadi,Malavalli,Mandya,12.28029,77.152691,180.6
Bendaravadi,Malavalli,Mandya,12.36415,76.908321,24.52
Bheemanahalli,Malavalli,Mandya,12.431592,76.964344,5.65
Byadarahalli,Malavalli,Mandya,12.381334,77.23008,17.75
Chandahalli,Malavalli,Mandya,12.359158,77.131664,66.55
Chandupura,Malavalli,Mandya,12.465239,77.135225,1.12
Channipura,Malavalli,Mandya,12.414549,77.146592,5.07
Chikkabagilu,Malavalli,Mandya,12.263906,76.974927,77.55
Chikkamulagudu,Malavalli,Mandya,12.434757,76.93545,33.45
Chikkelachigere,Malavalli,Mandya,12.403567,77.227089,0.68
Chillapura,Malavalli,Mandya,12.421886,77.213488,18.3
Chottanahalli,Malavalli,Mandya,12.349779,77.117401,37.9
Dabbahalli,Malavalli,Mandya,12.337697,77.188641,153.88
Dadumahalli,Malavalli,Mandya,12.425769,77.176755,11.08
Dalanakatte,Malavalli,Mandya,12.352703,77.241501,1.7
Dalavayikodihalli,Malavalli,Mandya,12.427459,77.262879,79.65
Dasanadoddi,Malavalli,Mandya,12.301722,77.104851,46.85
Deshavalli,Malavalli,Mandya,12.375145,76.916193,6.68
Devalinganapura,Malavalli,Mandya,12.349872,77.071967,14.4
Deveerahalli,Malavalli,Mandya,12.411468,77.280943,13.65
Dhanaguru,Malavalli,Mandya,12.366888,77.173832,51.62
Doddelachigere,Malavalli,Mandya,12.395554,77.221734,6.33
Doranahalli,Malavalli,Mandya,12.388038,76.96259,9.3
Dugganahalli,Malavalli,Mandya,12.420152,76.994706,175.58
Dyavapattana,Malavalli,Mandya,12.282844,77.097649,46.73
Gajanuru,Malavalli,Mandya,12.375061,77.108516,67.2
Ganaganuru,Malavalli,Mandya,12.338304,77.027549,99.13
Ganalu,Malavalli,Mandya,12.35171,77.2158,9.62
Ganiganapura,Malavalli,Mandya,12.381999,77.016358,18.27
Gollarahalli,Malavalli,Mandya,12.413456,77.224754,20.45
Gowdagere,Malavalli,Mandya,12.403267,77.101817,36.4
Gramadevatapura,Malavalli,Mandya,12.384878,77.149618,68.6
Gulaghatta,Malavalli,Mandya,12.412445,77.057225,82.48
Gundapura,Malavalli,Mandya,12.418187,77.252355,16.47
Hadli,Malavalli,Mandya,12.405713,77.130366,26.97
Hagaduru,Malavalli,Mandya,12.40972,77.237522,1.0
Halaganadoddi,Malavalli,Mandya,12.43629,77.221259,13.48
Halagapura,Malavalli,Mandya,12.40265,77.215602,16.98
Halaguru,Malavalli,Mandya,12.428326,77.232516,95.6
Halasahalli,Malavalli,Mandya,12.378239,77.186988,49.23
Halladasanahalli,Malavalli,Mandya,12.229097,77.087355,58.02
Hanakola,Malavalli,Mandya,12.296312,76.981893,126.4
Hanavadi,Malavalli,Mandya,12.268287,77.027543,12.28
Handanahalli,Malavalli,Mandya,12.442992,77.231543,28.97
Hangrapura,Malavalli,Mandya,12.342827,77.012887,55.22
Hebbani,Malavalli,Mandya,12.325795,77.1354,0.28
Hittanahalli,Malavalli,Mandya,12.40767,76.971186,49.65
Honaganahalli,Malavalli,Mandya,12.345703,76.932357,77.22
Hosahalli,Malavalli,Mandya,12.290001,77.122439,33.8
Hosapura,Malavalli,Mandya,12.467772,77.158442,30.6
Hullagala,Malavalli,Mandya,12.418166,77.160084,58.95
Hullahalli,Malavalli,Mandya,12.428713,77.148427,39.82
Hullamballi,Malavalli,Mandya,12.26809,76.996608,89.42
Huskuru,Malavalli,Mandya,12.450389,77.144027,59.0
Huvinakoppalu,Malavalli,Mandya,12.358753,76.967187,37.77
Jogipura,Malavalli,Mandya,12.426246,77.123169,27.88
Juganahalli,Malavalli,Mandya,12.451779,77.249613,48.95
Kabbepura,Malavalli,Mandya,12.323301,76.994124,19.0
Kadaballi,Malavalli,Mandya,12.303049,77.046771,21.28
Kagepura,Malavalli,Mandya,12.417991,77.031046,8.22
Kaggala,Malavalli,Mandya,12.283513,77.026685,116.93
Kaggaleepura,Malavalli,Mandya,12.396775,77.204431,41.45
Kaladevanahalli,Malavalli,Mandya,12.455466,77.157301,14.9
Kalkuni,Malavalli,Mandya,12.338785,76.945496,21.43
Kalluveeranahalli,Malavalli,Mandya,12.434981,77.079874,99.6
Kanchugahalli,Malavalli,Mandya,12.28789,77.081247,6.53
Kandegala,Malavalli,Mandya,12.419166,77.077207,49.1
Kanikahalli,Malavalli,Mandya,12.283801,77.039326,21.9
Kansagara,Malavalli,Mandya,12.379649,77.132226,37.33
Karadahalli,Malavalli,Mandya,12.450541,77.22311,11.15
Kembutagere,Malavalli,Mandya,12.427108,77.11147,36.4
Kiragasuru,Malavalli,Mandya,12.421763,77.188957,92.73
Kirugavalu,Malavalli,Mandya,12.37161,76.950582,60.18
Kodipura,Malavalli,Mandya,12.409883,77.139178,8.3
Konnapura,Malavalli,Mandya,12.382032,77.196686,14.57
Koregala,Malavalli,Mandya,12.408557,77.03081,8.35
Kunduru,Malavalli,Mandya,12.327024,77.058714,21.73
Kyatanahalli,Malavalli,Mandya,12.318798,77.038814,6.45
Linganapura,Malavalli,Mandya,12.36616,77.155681,82.38
Lingapattana,Malavalli,Mandya,12.463718,77.234345,346.6
Madahalli,Malavalli,Mandya,12.413005,77.020458,21.05
Maganahalli,Malavalli,Mandya,12.393887,76.94155,7.35
Maganuru,Malavalli,Mandya,12.400275,77.034796,55.62
Maligalali,Malavalli,Mandya,12.294335,77.067655,8.58
Maliyuru,Malavalli,Mandya,12.300276,77.003036,73.8
Mallikyatanahalli,Malavalli,Mandya,12.284937,77.152367,11.72
Mallinathapura,Malavalli,Mandya,12.29338,77.022446,85.88
Maragowdanahalli,Malavalli,Mandya,12.435887,77.195925,174.15
Marehalli,Malavalli,Mandya,12.359594,77.06708,32.25
Markalu,Malavalli,Mandya,12.378114,76.976242,107.85
Megalapura,Malavalli,Mandya,12.391996,77.129549,61.32
Mikkere,Malavalli,Mandya,12.406447,76.954191,42.63
Muganakoppalu,Malavalli,Mandya,12.3753,77.022599,40.15
Muttalakatte,Malavalli,Mandya,12.392632,77.237153,19.35
Muttanahalli,Malavalli,Mandya,12.261129,77.060879,4.25
N Halasahalli,Malavalli,Mandya,12.378239,77.186988,108.05
Nadakalapura,Malavalli,Mandya,12.390464,77.143098,43.88
Nanjanayapura,Malavalli,Mandya,12.264489,77.083678,2.62
Nanjapura,Malavalli,Mandya,12.413094,77.21628,38.2
Nelamakanahalli,Malavalli,Mandya,12.422467,77.043334,42.37
Nenanuru,Malavalli,Mandya,12.370016,76.99471,98.72
Netkal,Malavalli,Mandya,12.329771,77.169735,122.4
Nitturu,Malavalli,Mandya,12.461911,77.21425,251.6
Okkarahalli,Malavalli,Mandya,12.258367,77.08772,11.4
Panditahalli,Malavalli,Mandya,12.316734,77.0963,1.98
Purigali,Malavalli,Mandya,12.25944,77.014744,31.75
Ragibommanahalli,Malavalli,Mandya,12.361243,77.039851,62.25
Ramanduru,Malavalli,Mandya,12.414496,76.948118,12.4
Ravani,Malavalli,Mandya,12.34176,77.048187,40.1
Sagyasaraguru,Malavalli,Mandya,12.477255,77.193847,64.07
Sahalli,Malavalli,Mandya,12.410178,77.115087,66.8
Saraguru,Malavalli,Mandya,12.267074,77.043209,52.55
Savandipura,Malavalli,Mandya,12.480702,77.169679,43.15
Shasiyalapura,Malavalli,Mandya,12.395397,77.01841,21.88
Shiramahalli,Malavalli,Mandya,12.321707,77.076371,1.43
Somanahalli,Malavalli,Mandya,12.244476,77.048133,23.5
Sujjaluru,Malavalli,Mandya,12.34492,76.990535,43.97
Surkahalli,Malavalli,Mandya,12.279194,77.014615,51.65
Talagavadi,Malavalli,Mandya,12.433715,77.024881,61.82
Tigadahalli,Malavalli,Mandya,12.280687,77.064774,0.0
Torekadanahalli,Malavalli,Mandya,12.414538,77.202021,92.5
Turaganuru,Malavalli,Mandya,12.38086,77.124934,22.4
Udapebuvalli,Malavalli,Mandya,12.287042,77.050398,1.45
Uppanahalli,Malavalli,Mandya,12.362289,77.010129,17.38
Vaddarahalli,Malavalli,Mandya,12.358758,77.094211,51.47
Vasuhalli,Malavalli,Mandya,12.258482,77.096774,13.98
Veerajipura,Malavalli,Mandya,12.412528,76.935437,31.13
Veerajitimmanadoddi,Malavalli,Mandya,12.435824,77.251004,17.67
Yamaduru,Malavalli,Mandya,12.359341,77.022976,27.45
Yamadurukavalu Be,Malavalli,Mandya,12.34702,77.02473,1.02
Alkere,Mandya,Mandya,12.601548,76.96475,46.25
Anekuppe,Mandya,Mandya,12.680527,76.723237,15.35
Ankushapura,Mandya,Mandya,12.734354,76.785737,12.47
Avverahalli,Mandya,Mandya,12.522311,76.80743,71.95
B Gowdagere,Mandya,Mandya,12.548846,76.982583,0.53
B Hosahalli,Mandya,Mandya,12.549881,76.875711,8.53
B Hosuru,Mandya,Mandya,12.614029,76.862291,87.3
Balenahalli,Mandya,Mandya,12.719461,76.860745,58.08
Basaralu,Mandya,Mandya,12.713424,76.821971,70.9
Beechanahalli,Mandya,Mandya,12.623178,76.792759,52.38
Beeragowdanahalli,Mandya,Mandya,12.564445,76.867211,19.1
Bellundagere,Mandya,Mandya,12.572903,76.944106,39.45
Beluru,Mandya,Mandya,12.527601,76.956567,128.45
Bennahatti,Mandya,Mandya,12.719653,76.787424,87.7
Bettahalli,Mandya,Mandya,12.642777,76.786623,20.77
Bevinahalli,Mandya,Mandya,12.491652,76.863081,52.12
Bidarakatte,Mandya,Mandya,12.701742,76.847113,7.4
Bilaguli,Mandya,Mandya,12.540659,76.816765,22.12
Bilidegalu,Mandya,Mandya,12.629358,76.861716,73.18
Billenahalli,Mandya,Mandya,12.600966,76.742622,106.78
Bommanahalli,Mandya,Mandya,12.668468,76.802651,12.07
Budanuru,Mandya,Mandya,12.548801,76.951792,19.97
Chakanahalli,Mandya,Mandya,12.698972,76.877707,5.67
Challanaykanahalli,Mandya,Mandya,12.695203,76.909792,46.48
Chamalapura,Mandya,Mandya,12.592242,76.923725,55.9
Chandagalu,Mandya,Mandya,12.70642,76.90731,65.15
Cheeranahalli,Mandya,Mandya,12.497211,76.91877,38.63
Chikkaballi,Mandya,Mandya,12.665176,76.909239,42.85
Chikkabanasavadi,Mandya,Mandya,12.619137,76.918135,18.8
Chikkagangavadi,Mandya,Mandya,12.662819,76.739419,9.95
Chikkakottagere,Mandya,Mandya,12.718382,76.880125,11.5
Chokanahalli,Mandya,Mandya,12.640249,76.833955,49.15
Danayakanapura,Mandya,Mandya,12.614708,76.97957,47.32
Doddabanasavadi,Mandya,Mandya,12.607872,76.920947,29.62
Doddagarudanahalli,Mandya,Mandya,12.665481,76.849283,66.33
Doddakottagere,Mandya,Mandya,12.705465,76.883751,31.72
Dudda,Mandya,Mandya,12.608986,76.798068,18.38
Eechagere,Mandya,Mandya,12.616559,76.958296,48.33
Elechakanahalli,Mandya,Mandya,12.504557,76.791894,23.18
Em Hatna,Mandya,Mandya,12.6737,76.775756,81.85
Em Honnenahalli,Mandya,Mandya,12.650476,76.796319,0.38
Em Hosahalli,Mandya,Mandya,12.637498,76.811364,2.55
Em Kebbahalli,Mandya,Mandya,12.611902,76.82026,3.23
G Hosahalli,Mandya,Mandya,12.651994,76.730286,7.17
G Kebbahalli,Mandya,Mandya,12.628506,76.882565,109.85
G Malligere,Mandya,Mandya,12.674811,76.74338,11.33
Ganadalu,Mandya,Mandya,12.563933,76.827399,50.98
Ganiga,Mandya,Mandya,12.748841,76.883842,12.42
Gantagowdanahalli,Mandya,Mandya,12.647349,76.868535,39.12
Gerahalli,Mandya,Mandya,12.617298,76.744687,14.05
Gopalapura,Mandya,Mandya,12.556078,76.890565,27.58
Goravale,Mandya,Mandya,12.584065,76.847849,8.22
Gudigenahalli,Mandya,Mandya,12.666026,76.868809,11.55
Gundapura,Mandya,Mandya,12.716506,76.812016,21.35
Gunnaykanahalli,Mandya,Mandya,12.616092,76.835295,155.18
Guttaganahalli,Mandya,Mandya,12.681899,76.871731,2.33
H Kodihalli,Mandya,Mandya,12.568755,76.879581,30.68
H Malligere,Mandya,Mandya,12.587008,76.870352,189.7
Hadya,Mandya,Mandya,12.580862,76.815483,5.07
Halasagere,Mandya,Mandya,12.561443,76.984761,33.35
Hallegere,Mandya,Mandya,12.682966,76.91005,123.78
Haluvadi,Mandya,Mandya,12.4825,76.926622,19.48
Hanaganahalli,Mandya,Mandya,12.677099,76.824636,88.13
Hanakere,Mandya,Mandya,12.575066,76.97978,86.52
Hanchahalli,Mandya,Mandya,12.636815,76.894542,57.5
Harakadahalli,Mandya,Mandya,12.686101,76.793103,93.25
Hatna,Mandya,Mandya,12.6737,76.775756,51.42
Hebbakavadi,Mandya,Mandya,12.448169,76.915035,56.3
Heggadatihalli,Mandya,Mandya,12.733135,76.819089,127.0
Hemmige,Mandya,Mandya,12.507201,76.972266,13.53
Hodaghatta,Mandya,Mandya,12.628224,76.956855,94.28
Holalu,Mandya,Mandya,12.546301,76.845681,4.25
Honaganahalli,Mandya,Mandya,12.577881,76.910612,20.6
Honnamadu,Mandya,Mandya,12.662963,76.718308,7.08
Honnaykanahalli,Mandya,Mandya,12.619778,76.929162,119.8
Hulikere,Mandya,Mandya,12.560981,76.77375,138.55
Hulivana,Mandya,Mandya,12.592197,76.903465,102.2
Hullahalli,Mandya,Mandya,12.720148,76.774436,63.27
Hullenahalli,Mandya,Mandya,12.579046,76.805458,55.8
Hullukere,Mandya,Mandya,12.478147,76.844838,36.67
Hunuganahalli,Mandya,Mandya,12.659628,76.776558,35.6
Indavalu,Mandya,Mandya,12.509001,76.851533,12.75
Javanahalli,Mandya,Mandya,12.642362,76.746136,37.55
Jayapura,Mandya,Mandya,12.576783,76.793194,12.93
Jeegundipattana,Mandya,Mandya,12.59202,76.88509,25.2
K Gowdagere,Mandya,Mandya,12.619788,76.893589,33.5
