village,taluk,district,lat,lon,coconut_acres
Vatalu,T-Narsipur,Mysore,12.152759,76.889334,3.6
Yachenahalli,T-Narsipur,Mysore,12.399904,76.897475,110.43
Yadadore,T-Narsipur,Mysore,12.238282,76.882887,4.4
Abburu,Channapatna,Ramnagar,12.699329,77.179927,569.8
Agraharavaragerahalli,Channapatna,Ramnagar,12.57413,77.157357,334.05
Akkuru,Channapatna,Ramnagar,12.562172,77.19967,278.9
Ambadahalli,Channapatna,Ramnagar,12.519319,77.186546,207.63
Ammallidoddi,Channapatna,Ramnagar,12.735548,77.108924,29.15
Anigere,Channapatna,Ramnagar,12.661093,77.126983,203.58
Ankushanahalli,Channapatna,Ramnagar,12.576058,77.135851,94.0
Aralalasandra,Channapatna,Ramnagar,12.585865,77.286315,216.13
Aralapura,Channapatna,Ramnagar,12.683581,77.07814,53.87
Attiguppe,Channapatna,Ramnagar,12.627374,77.245954,216.82
Avverahalli,Channapatna,Ramnagar,12.564072,77.184794,246.9
Bachahalli,Channapatna,Ramnagar,12.525575,77.217064,107.75
Bairanaykanahalli,Channapatna,Ramnagar,12.732917,77.120096,95.18
Bairashettihalli,Channapatna,Ramnagar,12.556571,77.254349,13.53
Ballapattana,Channapatna,Ramnagar,12.553125,77.22574,117.32
Banagahalli,Channapatna,Ramnagar,12.548754,77.192085,301.05
Banantahalli,Channapatna,Ramnagar,12.524717,77.204307,362.75
Belakere,Channapatna,Ramnagar,12.626112,77.128122,114.28
Bommanahalli,Channapatna,Ramnagar,12.644888,77.24749,53.65
Brahmaneepura,Channapatna,Ramnagar,12.638517,77.258085,2.33
Bukkasagara,Channapatna,Ramnagar,12.54405,77.317462,34.8
Byadarahalli,Channapatna,Ramnagar,12.686749,77.12212,138.45
Chageredoddi,Channapatna,Ramnagar,12.593435,77.257692,10.35
Chakkaluru,Channapatna,Ramnagar,12.594014,77.160725,481.25
Chakkere,Channapatna,Ramnagar,12.611598,77.165368,134.05
Chikkamaluru,Channapatna,Ramnagar,12.64071,77.190229,63.73
Chikkenahalli,Channapatna,Ramnagar,12.713041,77.163881,251.73
Cholamaranahalli,Channapatna,Ramnagar,12.68395,77.214975,109.53
Dabanugunda,Channapatna,Ramnagar,12.634462,77.117455,103.17
Dashavara,Channapatna,Ramnagar,12.727991,77.17467,441.85
Devarahalli,Channapatna,Ramnagar,12.656287,77.152175,240.58
Devarahosahalli,Channapatna,Ramnagar,12.689157,77.206209,79.73
Doddanahalli,Channapatna,Ramnagar,12.622056,77.283088,55.35
Dyavapattana,Channapatna,Ramnagar,12.584299,77.273142,124.83
Elehosahalli,Channapatna,Ramnagar,12.716521,77.189519,88.07
Eletotadahalli,Channapatna,Ramnagar,12.502804,77.184789,214.4
Garkahalli,Channapatna,Ramnagar,12.536527,77.141818,535.08
Gendemadu,Channapatna,Ramnagar,12.663154,77.199733,149.78
Govindahalli,Channapatna,Ramnagar,12.616718,77.145343,95.23
Gowdagere,Channapatna,Ramnagar,12.716154,77.097593,243.88
Guddehosuru,Channapatna,Ramnagar,12.687925,77.108155,49.78
H Mogenahalli,Channapatna,Ramnagar,12.695263,77.144,233.2
Halehalli,Channapatna,Ramnagar,12.516354,77.193947,9.12
Haniyuru,Channapatna,Ramnagar,12.540974,77.281343,140.53
Harohallidoddi,Channapatna,Ramnagar,12.729503,77.128112,38.75
Harokoppa,Channapatna,Ramnagar,12.521032,77.173305,121.17
Honganuru,Channapatna,Ramnagar,12.604194,77.210841,338.17
Honnaykanahalli,Channapatna,Ramnagar,12.686834,77.089336,287.0
Honniganahalli,Channapatna,Ramnagar,12.670143,77.227882,140.5
Hosahalli,Channapatna,Ramnagar,12.573191,77.199291,102.83
Hottiganahosahalli,Channapatna,Ramnagar,12.62062,77.176345,329.8
Huluvadi,Channapatna,Ramnagar,12.673187,77.125301,333.77
Hunasanahalli,Channapatna,Ramnagar,12.543936,77.209635,280.43
Iggaluru,Channapatna,Ramnagar,12.484198,77.139816,629.9
Jagadapura,Channapatna,Ramnagar,12.506445,77.231695,53.1
Kadaramangala,Channapatna,Ramnagar,12.735207,77.091383,447.75
Kadukottanahalli,Channapatna,Ramnagar,12.628355,77.150462,148.85
Kannamangala,Channapatna,Ramnagar,12.72462,77.211094,196.37
Kannasandra,Channapatna,Ramnagar,12.711324,77.139884,102.75
Karekoppa,Channapatna,Ramnagar,12.515245,77.246714,108.38
Kelagere,Channapatna,Ramnagar,12.734295,77.136685,238.05
Ketaravaderahalli,Channapatna,Ramnagar,12.537016,77.316784,5.8
Kodambahalli,Channapatna,Ramnagar,12.540986,77.220536,186.13
Kodihosahalli,Channapatna,Ramnagar,12.550524,77.28853,93.25
Kodipura,Channapatna,Ramnagar,12.604321,77.233113,84.85
Koluru,Channapatna,Ramnagar,12.63983,77.109121,409.67
Komanahalli,Channapatna,Ramnagar,12.689996,77.192979,62.28
Kondapura,Channapatna,Ramnagar,12.538407,77.201712,200.62
Kottanahalli,Channapatna,Ramnagar,12.650548,77.212001,8.1
Krushnapura,Channapatna,Ramnagar,12.552729,77.14582,42.9
Kudluru,Channapatna,Ramnagar,12.61588,77.190978,554.95
Kukkuru,Channapatna,Ramnagar,12.590253,77.127861,172.03
Lalaghatta,Channapatna,Ramnagar,12.645732,77.219388,15.4
Madapura,Channapatna,Ramnagar,12.532326,77.18937,322.7
Mailanathapura,Channapatna,Ramnagar,12.640675,77.185352,35.35
Mailanayakanahalli,Channapatna,Ramnagar,12.681462,77.161788,899.13
Makali,Channapatna,Ramnagar,12.776852,77.164036,53.55
Malagalu,Channapatna,Ramnagar,12.58339,77.197029,216.95
Mallangere,Channapatna,Ramnagar,12.627912,77.273414,31.62
Maluru,Channapatna,Ramnagar,12.646934,77.171124,382.12
Malurupattana,Channapatna,Ramnagar,12.598882,77.177678,291.6
Mangadahalli,Channapatna,Ramnagar,12.565655,77.229327,388.3
Mankunda,Channapatna,Ramnagar,12.670439,77.147526,537.85
Marchanahalli,Channapatna,Ramnagar,12.608028,77.11771,46.52
Mattikere,Channapatna,Ramnagar,12.637036,77.151299,62.78
Menasiganahalli,Channapatna,Ramnagar,12.578772,77.299655,99.33
Mudigere,Channapatna,Ramnagar,12.64932,77.127038,650.72
Nagapura,Channapatna,Ramnagar,12.553585,77.204031,166.98
Nagavara,Channapatna,Ramnagar,12.726332,77.148511,160.15
Naralapura,Channapatna,Ramnagar,12.683581,77.07814,118.25
Nayidolle,Channapatna,Ramnagar,12.773735,77.183746,5.15
Neelakantanahalli,Channapatna,Ramnagar,12.628069,77.198893,65.75
Neelasandra,Channapatna,Ramnagar,12.618639,77.225507,158.27
Nelamakanahalli,Channapatna,Ramnagar,12.488206,77.183647,13.88
Neraluru,Channapatna,Ramnagar,12.505629,77.149054,34.0
Nunnuru,Channapatna,Ramnagar,12.510647,77.168593,0.25
Patlu,Channapatna,Ramnagar,12.677482,77.180591,143.88
Rampura,Channapatna,Ramnagar,12.684874,77.199486,133.73
Sadahalli,Channapatna,Ramnagar,12.554216,77.159702,256.47
Sanabanahalli,Channapatna,Ramnagar,12.616426,77.236383,15.5
Sankalagere,Channapatna,Ramnagar,12.627004,77.161634,283.0
Santemogenahalli,Channapatna,Ramnagar,12.589118,77.208,367.82
Saraguru,Channapatna,Ramnagar,12.481983,77.160906,40.53
Shanuboganahalli,Channapatna,Ramnagar,12.536975,77.244562,212.28
Sheebanahalli,Channapatna,Ramnagar,12.661581,77.106574,113.4
Shettihalli,Channapatna,Ramnagar,12.645391,77.148726,56.35
Siddanahalli,Channapatna,Ramnagar,12.724826,77.084616,60.2
Siddhapura,Channapatna,Ramnagar,12.489021,77.210225,3.23
Singarajipura,Channapatna,Ramnagar,12.557658,77.273839,188.73
Sogala,Channapatna,Ramnagar,12.540308,77.176798,725.05
Somanathapura,Channapatna,Ramnagar,12.575147,77.210991,63.83
Sulleri,Channapatna,Ramnagar,12.564328,77.170453,412.37
Sunnaghatta,Channapatna,Ramnagar,12.622833,77.210993,103.58
Tagachagere,Channapatna,Ramnagar,12.634838,77.233859,286.92
Tattekere,Channapatna,Ramnagar,12.657058,77.221408,32.9
Tavutanahalli,Channapatna,Ramnagar,12.698524,77.124314,222.4
Tavutanahalli Doddi,Channapatna,Ramnagar,12.705779,77.132735,20.82
Tenkanahalli,Channapatna,Ramnagar,12.679127,77.104126,128.58
Timmasandra,Channapatna,Ramnagar,12.646349,77.229947,383.35
Torehosuru,Channapatna,Ramnagar,12.694386,77.167161,36.4
Tubinakere,Channapatna,Ramnagar,12.589178,77.148201,231.28
Ujjanahalli,Channapatna,Ramnagar,12.552727,77.304388,138.23
Vaddarahalli,Channapatna,Ramnagar,12.52865,77.223676,93.73
Vandaraguppe,Channapatna,Ramnagar,12.688753,77.230668,95.95
Virupakshipura,Channapatna,Ramnagar,12.583249,77.233642,906.43
Virupasandra,Channapatna,Ramnagar,12.568541,77.262606,76.1
Vitalenahalli,Channapatna,Ramnagar,12.569315,77.279004,147.6
Yaliyuru,Channapatna,Ramnagar,12.505229,77.209176,363.6
Abbanakuppe,Gubbi,Tumkur,13.100177,76.952171,82.15
Adagondanahalli,Gubbi,Tumkur,13.26013,76.861922,252.15
Adakekere,Gubbi,Tumkur,13.101157,76.923961,204.8
Adalagere,Gubbi,Tumkur,13.358595,76.818351,98.65
Alilaghatta,Gubbi,Tumkur,13.417947,76.831694,406.22
Ambarapura,Gubbi,Tumkur,13.282197,76.891565,58.98
Ammanaghatta,Gubbi,Tumkur,13.340851,76.909405,214.37
Ammanahalli,Gubbi,Tumkur,13.311602,76.833753,123.95
Anehalli,Gubbi,Tumkur,13.535456,76.745563,343.68
Ankalakoppa,Gubbi,Tumkur,13.135433,76.915454,166.28
Ankapura,Gubbi,Tumkur,13.340345,76.833144,100.02
Ankasandra,Gubbi,Tumkur,13.537084,76.897254,573.97
Antapura,Gubbi,Tumkur,13.457348,76.909731,224.25
Anupanakunte,Gubbi,Tumkur,13.48625,76.943686,125.65
Appannanahalli,Gubbi,Tumkur,13.441098,76.7758,238.82
Arehalli,Gubbi,Tumkur,13.441707,76.853611,131.98
Aremaranahalli,Gubbi,Tumkur,13.277796,76.858528,169.1
Attikatte,Gubbi,Tumkur,13.265486,76.816049,129.9
Avverahalli,Gubbi,Tumkur,13.161751,76.964587,158.75
B Kodihalli,Gubbi,Tumkur,13.278451,76.832401,170.05
Babiganahalli,Gubbi,Tumkur,13.331349,76.839263,40.38
Badakanapalya,Gubbi,Tumkur,13.359071,76.981873,51.77
Badavanapalya,Gubbi,Tumkur,13.348399,76.758567,95.03
Badenahalli,Gubbi,Tumkur,13.277229,76.779321,249.33
Baguru,Gubbi,Tumkur,13.326502,76.883771,656.52
Baichenahalli,Gubbi,Tumkur,13.442356,76.887082,96.35
Bandanahalli,Gubbi,Tumkur,13.399363,76.801636,298.63
Bandihalli,Gubbi,Tumkur,13.3132,76.849752,1.35
Banniganahalli,Gubbi,Tumkur,13.385302,76.828876,120.33
Basavapattana,Gubbi,Tumkur,13.392485,76.894224,78.93
Bastikattekaval,Gubbi,Tumkur,13.266253,76.974626,118.1
Beermaranahalli,Gubbi,Tumkur,13.116368,76.920505,170.9
Belavatta,Gubbi,Tumkur,13.283958,76.875761,298.62
Bellahalli,Gubbi,Tumkur,13.142864,76.929071,102.58
Beluru,Gubbi,Tumkur,13.171251,76.873407,213.55
Benachagere,Gubbi,Tumkur,13.302041,76.8877,151.53
Benakanagondi,Gubbi,Tumkur,13.186132,76.834553,45.32
Bennehalli,Gubbi,Tumkur,13.414897,76.845642,72.0
Bennuru,Gubbi,Tumkur,13.273949,76.817626,228.3
Bettadahalli,Gubbi,Tumkur,13.410296,76.850218,190.95
Bhogasandra,Gubbi,Tumkur,13.39529,76.783491,338.8
Bidare,Gubbi,Tumkur,13.404269,76.935753,234.88
Bidarehalli Kaval,Gubbi,Tumkur,13.324397,76.802602,424.12
Bikkeguddakaval,Gubbi,Tumkur,13.243018,76.979365,243.03
Biligere,Gubbi,Tumkur,13.25931,76.988646,131.5
Bilikal?Palya,Gubbi,Tumkur,13.351055,76.993141,71.15
Bilinandi,Gubbi,Tumkur,13.151699,76.833624,226.45
Bisalahalli,Gubbi,Tumkur,13.364629,76.971005,32.0
Bittagondanahalli,Gubbi,Tumkur,13.187646,76.863396,280.5
Bochihalli,Gubbi,Tumkur,13.169828,76.814083,576.3
Bodatimmanahalli,Gubbi,Tumkur,13.574313,76.846819,73.63
Bommarasanahalli,Gubbi,Tumkur,13.376816,76.793209,370.32
Bommenahalli,Gubbi,Tumkur,13.341324,76.850093,41.27
Boragondanahalli,Gubbi,Tumkur,13.409821,76.976512,60.62
Bukkasagara,Gubbi,Tumkur,13.170082,76.940548,198.63
Byadagere,Gubbi,Tumkur,13.207199,76.868359,271.35
Byadanakatte,Gubbi,Tumkur,13.448627,76.933003,101.88
Byadaramallenahalli,Gubbi,Tumkur,13.226697,76.899224,129.42
Byalahalli,Gubbi,Tumkur,13.222708,76.884639,128.58
C Harivesandra,Gubbi,Tumkur,13.419376,76.922711,92.15
C Kodagehalli,Gubbi,Tumkur,13.196266,76.96875,65.57
C Nandihalli,Gubbi,Tumkur,13.288727,76.846367,229.1
Chakenahalli,Gubbi,Tumkur,13.212284,76.920944,92.88
Chamanahalli,Gubbi,Tumkur,13.183786,76.808709,138.35
Changavi,Gubbi,Tumkur,13.176284,76.959567,240.23
Changavi Kaval,Gubbi,Tumkur,13.165063,76.951204,14.33
Cheelanahalli,Gubbi,Tumkur,13.121731,76.964331,66.75
Cheluru,Gubbi,Tumkur,13.431187,76.905977,436.8
Chikkahedigehalli,Gubbi,Tumkur,13.545397,76.886146,199.42
Chikkanettagunte,Gubbi,Tumkur,13.341466,76.956399,196.68
Chikkayadeyuru,Gubbi,Tumkur,13.123983,76.864153,71.12
Chikkonahalli,Gubbi,Tumkur,13.287916,76.943566,76.08
Chindigere,Gubbi,Tumkur,13.423661,76.966924,64.8
Chintaranahalli,Gubbi,Tumkur,13.555891,76.848131,107.15
Chittappanahalli,Gubbi,Tumkur,13.494769,76.775976,191.78
Chowkenahalli,Gubbi,Tumkur,13.37063,76.970416,64.6
Dasappanahalli,Gubbi,Tumkur,13.525134,76.871942,185.73
Dasarakallahalli,Gubbi,Tumkur,13.231147,76.881403,28.68
Devarahalli,Gubbi,Tumkur,13.559252,76.888344,144.78
Dindagada Halli,Gubbi,Tumkur,13.305766,76.767288,175.33
Doddaguni,Gubbi,Tumkur,13.325857,76.76425,574.05
Doddahedigehalli,Gubbi,Tumkur,13.552777,76.875409,129.63
Doddanettagunte,Gubbi,Tumkur,13.354297,76.974342,336.47
Dodderi,Gubbi,Tumkur,13.256496,76.95641,232.92
Dollenahalli,Gubbi,Tumkur,13.174193,76.976861,84.6
Donnere,Gubbi,Tumkur,13.292593,76.826501,153.22
Dulanahalli,Gubbi,Tumkur,13.30296,76.975138,70.83
Em Gedlahalli,Gubbi,Tumkur,13.474498,76.75352,116.33
Em Hosahalli,Gubbi,Tumkur,13.412615,76.863781,20.18
Emmedoddi,Gubbi,Tumkur,13.351133,76.736571,307.57
Ennekatte,Gubbi,Tumkur,13.433256,76.927567,58.72
G Gedlahalli,Gubbi,Tumkur,13.474498,76.75352,93.78
G Hosahalli,Gubbi,Tumkur,13.338555,76.745903,375.57
G Rangapura,Gubbi,Tumkur,13.52593,76.85786,86.75
Gadiyankanahalli,Gubbi,Tumkur,13.455432,76.886369,114.73
Galaga,Gubbi,Tumkur,13.221024,76.97556,136.05
Galikekere,Gubbi,Tumkur,13.465031,76.742481,656.12
Gangasandra,Gubbi,Tumkur,13.255083,76.816121,339.47
Golenahalli,Gubbi,Tumkur,13.268309,76.900192,119.18
Gollahalli,Gubbi,Tumkur,13.342948,76.888823,183.73
Gopalapura,Gubbi,Tumkur,13.241145,76.945494,158.98
Gorjihalli,Gubbi,Tumkur,13.225188,76.871158,18.62
Gowripura,Gubbi,Tumkur,13.383049,76.924422,456.63
Guddadahalli,Gubbi,Tumkur,13.398209,76.962361,127.9
Guddadobalapura,Gubbi,Tumkur,13.404612,76.732838,78.65
Guddenahalli,Gubbi,Tumkur,13.529044,76.77055,75.35
Gyarehalli,Gubbi,Tumkur,13.400694,76.857573,105.38
Hagalavadi,Gubbi,Tumkur,13.503439,76.76078,508.88
Halasinanagenahalli,Gubbi,Tumkur,13.378364,76.860135,145.7
Hale Gubbi,Gubbi,Tumkur,13.286884,76.960527,178.48
Halenahalli,Gubbi,Tumkur,13.218189,76.893878,138.52
Handanahalli,Gubbi,Tumkur,13.352568,76.790558,277.6
Hanumantapura,Gubbi,Tumkur,13.151407,76.956049,85.7
Haradagere,Gubbi,Tumkur,13.414951,76.781347,248.65
Haragaladevi Guddada Kava,Gubbi,Tumkur,13.280428,76.786864,379.82
Haralekatte,Gubbi,Tumkur,13.558864,76.765838,362.27
Haranahalli,Gubbi,Tumkur,13.299712,76.873448,105.85
Harenahalli,Gubbi,Tumkur,13.326426,76.718758,342.37
Harti,Gubbi,Tumkur,13.537388,76.849358,35.77
Heruru,Gubbi,Tumkur,13.306691,76.916818,66.82
Hesarahalli,Gubbi,Tumkur,13.336825,76.873774,86.23
Hindiganahalli,Gubbi,Tumkur,13.323074,76.743032,323.15
Hindisagere Kaval,Gubbi,Tumkur,13.181331,76.922328,140.18
Hodaluru,Gubbi,Tumkur,13.295169,76.898613,242.3
Honnashettihalli,Gubbi,Tumkur,13.25826,76.895335,176.47
Honnenahalli,Gubbi,Tumkur,13.345303,76.725092,218.52
Horakere,Gubbi,Tumkur,13.127282,76.88799,173.07
Hosakere,Gubbi,Tumkur,13.441471,76.837661,108.72
Huchchanapalya,Gubbi,Tumkur,13.417982,76.819878,24.07
Hullekere,Gubbi,Tumkur,13.159495,76.908172,277.33
Hulluharivekaval,Gubbi,Tumkur,13.449681,76.763606,46.4
Huralagere,Gubbi,Tumkur,13.137574,76.866301,88.92
Huvinakatte,Gubbi,Tumkur,13.494604,76.834386,414.35
Idakanahalli,Gubbi,Tumkur,13.399913,76.876633,220.58
Ingalada Kaval,Gubbi,Tumkur,13.261042,76.918274,143.15
Irakasandra,Gubbi,Tumkur,13.429212,76.941827,378.87
Jakkanahalli,Gubbi,Tumkur,13.422433,76.855803,52.75
Jalaguni,Gubbi,Tumkur,13.450759,76.967043,162.12
Janakadevanahalli,Gubbi,Tumkur,13.274901,76.791707,124.4
Jannenahalli,Gubbi,Tumkur,13.142091,76.84258,116.3
Jeeganahalli,Gubbi,Tumkur,13.214257,76.909768,48.3
Jogihalli,Gubbi,Tumkur,13.392987,76.821323,365.18
K Harivesandra,Gubbi,Tumkur,13.419376,76.922711,90.23
K Kallahalli,Gubbi,Tumkur,13.159039,76.854629,273.45
K Mattighatta,Gubbi,Tumkur,13.209498,76.822196,299.55
K Rampura,Gubbi,Tumkur,13.238816,76.853205,121.85
Kachchenahalli,Gubbi,Tumkur,13.442356,76.887082,95.85
Kadaba,Gubbi,Tumkur,13.243684,76.858938,366.22
Kadabagaddekavalu,Gubbi,Tumkur,13.21634,76.853199,52.43
Kadabettanahalli,Gubbi,Tumkur,13.422761,76.865356,79.67
Kadashettihalli,Gubbi,Tumkur,13.25191,76.84231,228.02
Kaggere,Gubbi,Tumkur,13.413601,76.95914,70.05
Kalasanahalli,Gubbi,Tumkur,13.396962,76.840601,104.1
Kalenahalli,Gubbi,Tumkur,13.189693,76.950442,455.53
Kalinganahalli,Gubbi,Tumkur,13.567037,76.815044,239.95
Kallanahalli,Gubbi,Tumkur,13.430971,76.77424,422.8
Kallenahalli,Gubbi,Tumkur,13.352574,76.808694,25.25
Kallipalya,Gubbi,Tumkur,13.333629,76.998608,193.6
Kallugudi,Gubbi,Tumkur,13.505814,76.914851,187.23
Kalluru,Gubbi,Tumkur,13.17174,76.839232,300.28
Kambasandra,Gubbi,Tumkur,13.177447,76.879085,65.3
Kanchiganahalli,Gubbi,Tumkur,13.339271,76.76948,149.9
Karadikallu,Gubbi,Tumkur,13.393442,76.758996,215.68
Karegondanahalli,Gubbi,Tumkur,13.266661,76.839788,91.6
Karegowdanahalli,Gubbi,Tumkur,13.266661,76.839788,393.25
Karehalli,Gubbi,Tumkur,13.441707,76.853611,51.13
Katanahalli,Gubbi,Tumkur,13.464064,76.969446,114.83
Kattigehalli,Gubbi,Tumkur,13.258392,76.93211,255.7
Kattigenahalli,Gubbi,Tumkur,13.258392,76.93211,330.82
Kempanahalli,Gubbi,Tumkur,13.47712,76.830236,70.8
Kenchanahalli,Gubbi,Tumkur,13.120592,76.877794,421.22
Kenchaveeranahalli,Gubbi,Tumkur,13.185288,76.898597,97.45
Kittadakuppe,Gubbi,Tumkur,13.296586,76.91427,136.53
Kodigeehalli,Gubbi,Tumkur,13.196266,76.96875,195.22
Kodihalli,Gubbi,Tumkur,13.503804,76.778181,85.72
Kodimallenahalli,Gubbi,Tumkur,13.283871,76.816321,112.6
Kodinagenahalli,Gubbi,Tumkur,13.359258,76.8649,40.55
Kodiyala,Gubbi,Tumkur,13.412386,76.896182,510.87
Kommanahalli,Gubbi,Tumkur,13.232244,76.845732,213.05
Konanakallu,Gubbi,Tumkur,13.380715,76.948636,243.05
Konanakere,Gubbi,Tumkur,13.236,76.906857,196.8
Kondli,Gubbi,Tumkur,13.378279,76.735024,361.85
Konemadenahalli,Gubbi,Tumkur,13.223819,76.914335,74.67
Koppa,Gubbi,Tumkur,13.246416,76.913139,286.92
Kunaghatta,Gubbi,Tumkur,13.205889,76.807174,250.93
Kundaranahalli,Gubbi,Tumkur,13.341439,76.81619,99.48
Kunnala,Gubbi,Tumkur,13.203938,76.905154,459.07
Kuntaramanahalli,Gubbi,Tumkur,13.542032,76.839943,155.75
Kurehalli,Gubbi,Tumkur,13.527036,76.791431,75.17
Kurubarahalli,Gubbi,Tumkur,13.513385,76.892728,47.75
Lakkenahalli,Gubbi,Tumkur,13.360259,76.951044,415.57
Lingammanahalli,Gubbi,Tumkur,13.19792,76.926016,81.35
Madalapura,Gubbi,Tumkur,13.484369,76.747756,150.58
Madanaghatta,Gubbi,Tumkur,13.34846,76.880057,184.02
Madapura,Gubbi,Tumkur,13.387152,76.97701,241.95
Madenahalli,Gubbi,Tumkur,13.468046,76.865776,627.15
Malamachakunte,Gubbi,Tumkur,13.478366,76.904559,401.23
Malenahalli,Gubbi,Tumkur,13.558406,76.861945,110.45
Mallappanahalli,Gubbi,Tumkur,13.222398,76.962612,160.15
Mallasandrakatte,Gubbi,Tumkur,13.487495,76.787196,143.63
Mallenahalli,Gubbi,Tumkur,13.379328,76.896145,176.98
Manchaladore,Gubbi,Tumkur,13.528708,76.830075,173.4
Manchehalli,Gubbi,Tumkur,13.196603,76.8471,181.65
Manikuppe,Gubbi,Tumkur,13.134509,76.974845,177.4
Maranahalli,Gubbi,Tumkur,13.465101,76.889124,242.75
Marashettihalli,Gubbi,Tumkur,13.306454,76.805536,1165.18
Mata,Gubbi,Tumkur,13.511336,76.853183,198.75
Mattikere,Gubbi,Tumkur,13.116091,76.90447,59.88
Mavinahalli,Gubbi,Tumkur,13.146538,76.943393,531.85
Mavinahalli A Kere,Gubbi,Tumkur,13.153164,76.932497,22.57
Mayappanahalli,Gubbi,Tumkur,13.520805,76.770342,213.82
Melekallahalli,Gubbi,Tumkur,13.208254,76.849055,315.5
Muddanahalli,Gubbi,Tumkur,13.404453,76.787455,257.03
Muddapura,Gubbi,Tumkur,13.377154,76.834879,90.85
Mudigere,Gubbi,Tumkur,13.332189,76.959951,225.93
Mudlahalli,Gubbi,Tumkur,13.421306,76.845137,93.23
Mudlapalya,Gubbi,Tumkur,13.369363,76.748621,94.28
Muganahunase,Gubbi,Tumkur,13.418355,76.877266,590.05
Musakondli,Gubbi,Tumkur,13.354296,76.717141,280.9
N Hosahalli,Gubbi,Tumkur,13.338555,76.745903,319.3
N Mattighatta,Gubbi,Tumkur,13.209498,76.822196,515.1
N Rampura,Gubbi,Tumkur,13.349382,76.866535,160.17
Nagasandra,Gubbi,Tumkur,13.207759,76.943546,300.35
Nalluru,Gubbi,Tumkur,13.527072,76.84752,916.05
Nandihalli,Gubbi,Tumkur,13.288727,76.846367,826.75
Nanjundapura,Gubbi,Tumkur,13.381453,76.907991,20.95
Naranahalli,Gubbi,Tumkur,13.10785,76.960226,471.07
Naykanahalli,Gubbi,Tumkur,13.542415,76.859942,41.67
Naykanakere,Gubbi,Tumkur,13.502614,76.796679,123.03
Neralekere,Gubbi,Tumkur,13.304336,76.75175,488.25
Nettekere,Gubbi,Tumkur,13.139453,76.963489,145.62
Nimbekatte,Gubbi,Tumkur,13.406938,76.91561,118.1
Nitturu,Gubbi,Tumkur,13.331723,76.859894,133.88
Obalapura,Gubbi,Tumkur,13.479981,76.759996,134.28
Padugudi,Gubbi,Tumkur,13.161687,76.868339,220.08
Parasanahalli,Gubbi,Tumkur,13.30413,76.846138,1.12
Patravutanahalli,Gubbi,Tumkur,13.460968,76.955149,290.75
Peddanahalli,Gubbi,Tumkur,13.218656,76.836147,178.95
Pendaranahalli,Gubbi,Tumkur,13.189319,76.850293,102.58
Peramasandra,Gubbi,Tumkur,13.293572,76.77475,290.45
Petekurubarahalli,Gubbi,Tumkur,13.547459,76.91719,9.07
Pinnenahalli,Gubbi,Tumkur,13.464952,76.84767,277.65
Prabhuvanahalli,Gubbi,Tumkur,13.291253,76.97942,331.35
Pura,Gubbi,Tumkur,13.301631,76.860744,616.45
Rajanapanche,Gubbi,Tumkur,13.346676,76.806882,59.03
Ranganahalli,Gubbi,Tumkur,13.495418,76.898359,175.65
Rayavara,Gubbi,Tumkur,13.324304,76.94561,25.72
Revanalu,Gubbi,Tumkur,13.534985,76.909953,194.17
Sagaranahalli,Gubbi,Tumkur,13.344258,76.820778,152.32
Sagasandra,Gubbi,Tumkur,13.404757,76.828061,174.45
Sanabanahalli,Gubbi,Tumkur,13.473074,76.876931,76.98
Sanganahalli,Gubbi,Tumkur,13.438922,76.869768,212.55
Sankapura,Gubbi,Tumkur,13.389401,76.859939,61.5
Satenahalli,Gubbi,Tumkur,13.44833,76.943387,196.62
Seegenahalli,Gubbi,Tumkur,13.433014,76.881735,70.63
Shankaradevihalli,Gubbi,Tumkur,13.155322,76.970948,122.48
Sheegehalli,Gubbi,Tumkur,13.433014,76.881735,147.2
Shettihalli,Gubbi,Tumkur,13.440702,76.814393,548.87
Shivanehalli,Gubbi,Tumkur,13.430463,76.850666,167.33
Shivapura,Gubbi,Tumkur,13.46878,76.765666,465.17
Shivarampura,Gubbi,Tumkur,13.575258,76.760446,393.97
Shivasandra,Gubbi,Tumkur,13.358871,76.757099,333.35
Siddapura,Gubbi,Tumkur,13.546,76.717264,30.1
Singonahalli,Gubbi,Tumkur,13.320695,76.960364,166.15
Somalapura,Gubbi,Tumkur,13.385954,76.87753,180.8
Sopanahalli,Gubbi,Tumkur,13.339568,76.810284,51.73
Sorekayipete,Gubbi,Tumkur,13.481117,76.960059,159.38
Surigenahalli,Gubbi,Tumkur,13.233146,76.940271,101.27
Surigenahalli Kaval,Gubbi,Tumkur,13.230628,76.928005,512.45
Taggihalli,Gubbi,Tumkur,13.312048,76.778793,228.15
Talekoppa,Gubbi,Tumkur,13.494077,76.876308,356.42
Tevadehalli,Gubbi,Tumkur,13.429694,76.834112,161.95
Timmalapura,Gubbi,Tumkur,13.428613,76.817687,203.53
Togarighatta,Gubbi,Tumkur,13.271234,76.858269,282.13
Togarigunte,Gubbi,Tumkur,13.556658,76.907478,199.5
Tonachanahalli,Gubbi,Tumkur,13.465855,76.944844,169.8
Torehalli,Gubbi,Tumkur,13.272892,76.907445,240.42
Tyagaturu,Gubbi,Tumkur,13.36013,76.841923,253.2
Uddehosakere,Gubbi,Tumkur,13.368289,76.871549,419.1
